MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
-0.87087256,0.0,0.011633609,0.07618231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,-0.7947895,-0.5172837,-0.20480461,-0.9596746,1.0,0.0,3.0,3.0,1.0,-0.5735595,-0.6877701,-0.23837602,1.0,1.0,0.0,0.0,3.0,1.0900719,0.0,-0.28898284,-0.9791794,-0.025860837,0.0,0.8930712,0.0,0.0,-0.31710315,-0.79608333,-0.12036782,-0.9389848,1.113672,-0.23973493,-1.0258002,-0.7585205,0.16585231,-0.2116843,-0.76895064,-0.9344714,0.0,-0.9513466,0.0,1.0,0.21270363,1.0,-1.024401,-0.41308635,0.0,0.0,0.0,-0.749517,-0.70725995,-0.35975835,-0.116461135,-0.27051347,-0.058095325,0.0,0.0,0.0,-0.08777894,-1.6032859,0.1374606,0.0,0.0,129500.0
0.073450975,0.0,0.7292506,0.14960462,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,2.1256237,-0.5172837,1.119629,1.0255916,1.0,0.0,5.0,2.0,2.0,1.0421522,2.819736,-0.23837602,0.0,2.0,0.0,0.0,0.0,1.3038986,0.0,-0.28898284,-0.8819377,0.30168527,0.0,0.8930712,0.0,0.0,0.06740045,1.8503212,-0.12036782,1.6454763,1.113672,-0.23973493,2.625948,-0.7585205,1.391643,-0.2116843,2.2610683,2.7880743,0.0,2.1719017,2.0,2.0,0.30075756,2.0,1.6557926,1.2473974,0.0,0.0,0.0,0.42467618,-0.3859253,-0.35975835,-0.116461135,-0.27051347,-0.058095325,0.0,0.0,0.0,-0.08777894,0.24969415,-1.3669846,1.0,2.0,345000.0
-0.87087256,0.0,0.014023622,0.25547877,0.0,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,-0.7947895,0.38041008,-0.30413714,-1.104938,1.0,0.0,3.0,4.0,1.0,-0.5735595,-0.6877701,-0.23837602,1.0,1.0,0.0,0.0,1.0,0.69728166,0.0,-0.28898284,-0.88646054,-0.33642307,0.0,-1.1907613,0.0,0.0,-0.66369796,-0.79608333,-0.12036782,-1.1966258,1.113672,-0.23973493,-1.0258002,-0.7585205,-1.0599384,-0.2116843,-0.76895064,-1.5548958,0.0,-0.9513466,0.0,1.0,0.20609958,1.0,-1.024401,-0.5640394,0.0,0.0,0.0,0.36876222,-0.70725995,-0.35975835,-0.116461135,2.8820035,-0.058095325,0.0,0.0,0.0,-0.08777894,0.99088615,0.1374606,0.0,0.0,144000.0
-0.87087256,0.0,1.0162973,0.020608528,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6654171,-0.5172837,1.1527399,1.0740128,0.0,0.0,0.0,0.0,2.0,1.155139,1.065983,-0.23837602,0.0,0.0,0.0,3.0,2.0,-1.0156559,0.0,-0.28898284,2.0963717,1.0756646,0.0,0.8930712,0.0,0.0,0.91222525,-0.79608333,-0.12036782,-0.02516443,-0.8189936,-0.23973493,0.80007386,-0.7585205,0.16585231,-0.2116843,0.7460588,0.30637714,0.0,0.6102776,2.0,0.0,0.3029589,0.0,1.6557926,1.7379948,0.0,0.0,0.0,0.5285164,-0.20230548,-0.35975835,-0.116461135,-0.27051347,-0.058095325,0.0,0.0,0.0,-0.08777894,0.62029016,-0.614762,1.0,2.0,279500.0
-0.87087256,0.0,0.014023622,0.04778695,0.0,0.0,1.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,1.0,-0.064686224,-0.5172837,-0.37035882,-1.2017802,1.0,0.0,1.0,1.0,0.0,0.6241009,-0.6877701,-0.23837602,1.0,1.0,0.0,0.0,4.0,0.6879848,0.0,-0.28898284,-0.10626562,0.49093416,0.0,-1.1907613,0.0,0.0,0.25965223,-0.79608333,-0.12036782,-0.5102541,1.113672,-0.23973493,-1.0258002,1.2313999,-1.0599384,-0.2116843,-0.76895064,-0.9344714,0.0,0.6102776,3.0,0.0,0.20169689,0.0,-1.024401,-0.5640394,0.0,0.0,0.0,-0.749517,2.5519917,2.516423,-0.116461135,-0.27051347,-0.058095325,0.0,2.0,0.0,-0.08777894,-0.49149784,0.1374606,0.0,0.0,157000.0
-0.28067034,1.0,-0.8973479,-0.43899077,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,3.0,0.6654171,2.1757977,-1.3967948,0.783486,0.0,0.0,2.0,5.0,1.0,-0.5735595,-0.6877701,-0.23837602,2.0,1.0,0.0,0.0,2.0,-1.0156559,0.0,-0.28898284,0.599302,-0.5305245,0.0,0.8930712,0.0,2.0,-0.8207487,-0.79608333,-0.12036782,-1.3133694,-0.8189936,-0.23973493,-1.0258002,-0.7585205,-1.0599384,-0.2116843,-0.76895064,-0.9344714,0.0,-0.9513466,0.0,1.0,0.26993868,1.0,0.31569582,0.49263206,0.0,0.0,0.0,-0.366107,1.0065249,-0.35975835,-0.116461135,-0.27051347,-0.058095325,0.0,3.0,0.0,-0.08777894,0.24969415,-0.614762,0.0,0.0,132000.0
-0.87087256,0.0,0.014023622,0.08034021,0.0,0.0,1.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,1.0,-0.064686224,1.2781038,-0.03925041,-0.717569,0.0,0.0,2.0,5.0,0.0,0.44332197,-0.6877701,-0.23837602,1.0,1.0,0.0,0.0,1.0,0.3277334,0.0,-0.28898284,-0.31884047,-0.11320647,0.0,0.8930712,0.0,0.0,-0.41458294,-0.79608333,-0.12036782,-1.0114464,1.113672,-0.23973493,-1.0258002,-0.7585205,-1.0599384,-0.2116843,-0.76895064,-0.9344714,0.0,0.6102776,1.0,0.0,0.22371037,2.0,0.31569582,0.039772853,0.0,0.0,0.0,-0.749517,-0.70725995,-0.35975835,-0.116461135,-0.27051347,-0.058095325,0.0,0.0,1.0,1.3212408,-1.2326899,1.6419058,0.0,0.0,149000.0
0.78169364,0.0,0.107315876,0.0347048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,1.0,-1.5248928,-0.5172837,-0.13858293,-0.86283237,0.0,0.0,1.0,1.0,1.0,-0.5735595,-0.6877701,-0.23837602,4.0,3.0,2.0,4.0,5.0,-1.0156559,2.0,-0.28898284,-1.2822117,-2.549179,0.0,-1.1907613,0.0,0.0,0.3760864,-0.79608333,-0.12036782,-0.42370284,-0.8189936,-0.23973493,0.80007386,-0.7585205,-1.0599384,4.320846,-0.76895064,-0.31404713,0.0,-0.9513466,0.0,3.0,0.21710633,1.0,0.31569582,0.20959505,0.0,0.0,0.0,-0.749517,-0.70725995,-0.35975835,-0.116461135,-0.27051347,-0.058095325,0.0,0.0,1.0,0.91866374,1.3614821,-1.3669846,0.0,0.0,90000.0
-0.87087256,0.0,-0.17973092,0.3292053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,1.0,-0.7947895,-0.5172837,1.0865182,0.9287494,0.0,0.0,0.0,0.0,1.0,-0.5735595,-0.6877701,-0.23837602,0.0,1.0,0.0,0.0,0.0,0.4857792,0.0,-0.28898284,-0.22386022,0.15368296,0.0,0.8930712,0.0,0.0,-0.11672804,-0.79608333,-0.12036782,-0.7900361,1.113672,-0.23973493,-1.0258002,1.2313999,0.16585231,-0.2116843,0.7460588,-0.31404713,0.0,-0.9513466,0.0,1.0,0.2985562,1.0,0.31569582,0.49263206,0.0,0.0,0.0,-0.749517,0.8535085,-0.35975835,-0.116461135,-0.27051347,-0.058095325,0.0,0.0,0.0,-0.08777894,-0.120901845,0.1374606,0.0,0.0,159000.0
-0.87087256,0.0,0.011633609,-0.29295745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,1.0,-0.7947895,0.38041008,-0.43658048,-0.9596746,1.0,0.0,4.0,4.0,1.0,-0.5735595,-0.6877701,-0.23837602,1.0,1.0,0.0,0.0,6.0,0.15574238,0.0,-0.28898284,-0.09495845,-0.05254978,0.0,-1.1907613,0.0,0.0,0.4925206,-0.79608333,-0.12036782,-0.33715156,-0.8189936,-0.23973493,-1.0258002,-0.7585205,0.16585231,-0.2116843,-0.76895064,-0.31404713,1.0,-0.9513466,0.0,0.0,0.1972942,1.0,-1.024401,-0.83764184,0.0,0.0,0.0,-0.749517,-0.70725995,-0.35975835,-0.116461135,-0.27051347,-0.058095325,0.0,1.0,0.0,-0.08777894,-0.49149784,0.8896832,2.0,1.0,139000.0
0.073450975,0.0,1.4947087,0.38193956,0.0,0.0,1.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,1.3955203,-0.5172837,1.119629,1.0255916,0.0,0.0,0.0,0.0,0.0,1.5731902,1.065983,-0.23837602,0.0,2.0,0.0,3.0,2.0,-1.0156559,0.0,-0.28898284,1.3365296,0.26043874,0.0,0.8930712,0.0,0.0,0.002413923,2.0264392,-0.12036782,1.7501429,-0.8189936,-0.23973493,2.625948,1.2313999,1.391643,-0.2116843,0.7460588,1.5472257,0.0,0.6102776,2.0,2.0,0.30075756,0.0,1.6557926,1.7993195,0.0,0.0,0.0,1.167533,1.6491944,-0.35975835,-0.116461135,-0.27051347,-0.058095325,0.0,0.0,0.0,-0.08777894,1.7320782,-1.3669846,1.0,2.0,325300.0
-0.28067034,1.0,-0.61030114,-0.30421418,0.0,1.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,3.0,0.6654171,1.2781038,-1.363684,-1.6859915,0.0,0.0,2.0,5.0,1.0,-0.5735595,-0.6877701,-0.23837602,0.0,1.0,0.0,0.0,2.0,-1.0156559,0.0,-0.28898284,0.15832223,-1.0036466,0.0,0.8930712,0.0,1.0,-0.13297467,-0.79608333,-0.12036782,-0.802113,-0.8189936,-0.23973493,-1.0258002,-0.7585205,0.16585231,-0.2116843,0.7460588,-0.31404713,0.0,0.6102776,2.0,0.0,0.13565646,1.0,-1.024401,-0.9036838,0.0,0.0,1.0,-0.749517,-0.70725995,2.9903393,-0.116461135,-0.27051347,-0.058095325,0.0,3.0,0.0,-0.08777894,-0.120901845,-0.614762,0.0,0.0,139400.0
-0.87087256,0.0,0.25083926,-0.07167641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.3955203,-0.5172837,1.0202965,0.83190715,1.0,0.0,0.0,0.0,0.0,1.0139054,1.065983,-0.23837602,0.0,0.0,0.0,0.0,2.0,-1.0156559,0.0,-0.28898284,2.7363577,1.7622983,0.0,0.8930712,0.0,0.0,1.7272645,-0.79608333,-0.12036782,0.58069444,-0.8189936,-0.23973493,0.80007386,-0.7585205,0.16585231,-0.2116843,0.7460588,0.30637714,0.0,0.6102776,2.0,0.0,0.2941535,0.0,0.31569582,0.29450616,0.0,0.0,0.0,0.61638117,1.7257025,-0.35975835,-0.116461135,-0.27051347,-0.058095325,0.0,0.0,0.0,-0.08777894,0.99088615,0.1374606,0.0,0.0,230000.0
1.4899362,1.0,-1.2322358,-0.63126796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,3.0,1.0,-0.7947895,1.2781038,0.15941463,-0.4270422,0.0,0.0,6.0,6.0,1.0,-0.5735595,-0.6877701,-0.23837602,0.0,0.0,0.0,0.0,0.0,0.93667454,0.0,-0.28898284,-0.8299247,-0.025860837,0.0,-1.1907613,0.0,0.0,-0.2629477,-0.79608333,-0.12036782,-0.8987284,1.113672,-0.23973493,-1.0258002,-0.7585205,0.16585231,-0.2116843,-0.76895064,-0.31404713,0.0,0.6102776,1.0,0.0,0.23691846,1.0,0.31569582,0.47376293,0.0,0.0,0.0,0.049253862,0.97592163,-0.35975835,-0.116461135,-0.27051347,-0.058095325,0.0,0.0,0.0,-0.08777894,-0.120901845,-0.614762,0.0,0.0,129900.0
-0.87087256,0.0,0.014023622,-0.2233888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,-0.7947895,2.1757977,-0.10547209,0.783486,0.0,0.0,7.0,4.0,1.0,-0.5735595,-0.6877701,2.6065035,1.0,1.0,0.0,2.0,3.0,-0.5787057,3.0,3.8466668,-0.820879,0.022664513,0.0,0.8930712,0.0,0.0,-0.2629477,-0.79608333,-0.12036782,-0.8987284,1.113672,-0.23973493,-1.0258002,-0.7585205,0.16585231,-0.2116843,0.7460588,-0.31404713,0.0,0.6102776,1.0,0.0,0.21930768,1.0,-1.024401,-0.9508566,0.0,0.0,0.0,2.4934926,0.6698886,-0.35975835,-0.116461135,-0.27051347,-0.058095325,0.0,1.0,0.0,-0.08777894,-0.49149784,1.6419058,0.0,0.0,154000.0
-0.87087256,0.0,1.9252789,0.38346076,0.0,0.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,1.0,1.3955203,-0.5172837,1.1858506,1.0740128,0.0,0.0,0.0,0.0,2.0,3.0420191,1.065983,-0.23837602,0.0,0.0,0.0,0.0,2.0,-1.0156559,0.0,-0.28898284,2.259195,1.2503558,0.0,0.8930712,0.0,0.0,1.199249,-0.79608333,-0.12036782,0.18819451,-0.8189936,-0.23973493,0.80007386,-0.7585205,0.16585231,-0.2116843,0.7460588,0.30637714,0.0,0.6102776,2.0,0.0,0.30516025,0.0,1.6557926,1.9738591,0.0,0.0,0.0,-0.749517,0.1496325,-0.35975835,-0.116461135,-0.27051347,-0.058095325,0.0,0.0,0.0,-0.08777894,0.24969415,0.8896832,0.0,0.0,256300.0
-0.87087256,0.0,-0.4667777,-0.32946578,0.0,0.0,0.0,0.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,1.0,-0.7947895,1.2781038,-0.66835636,0.73506486,0.0,0.0,2.0,5.0,1.0,-0.5735595,-0.6877701,-0.23837602,1.0,1.0,0.0,2.0,4.0,-0.4717924,4.0,2.7198882,-0.87515336,-0.3655383,0.0,-1.1907613,0.0,0.0,-0.6961912,-0.79608333,-0.12036782,-1.2207797,-0.8189936,3.9657354,-1.0258002,-0.7585205,0.16585231,-0.2116843,0.7460588,-0.9344714,0.0,-0.9513466,0.0,1.0,0.30075756,1.0,0.31569582,0.49263206,0.0,0.0,0.0,1.0237542,-0.21760713,-0.35975835,-0.116461135,-0.27051347,-0.058095325,0.0,0.0,0.0,-0.08777894,-0.49149784,1.6419058,0.0,0.0,134800.0
-0.87087256,0.0,1.3511853,0.104374856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,1.0,1.3955203,-0.5172837,1.1858506,1.1224339,0.0,0.0,0.0,0.0,2.0,0.5563088,1.065983,-0.23837602,0.0,2.0,0.0,0.0,0.0,1.8152232,0.0,-0.28898284,-0.18315439,1.5851808,0.0,0.8930712,0.0,0.0,1.4808574,-0.79608333,-0.12036782,0.3975278,1.113672,-0.23973493,0.80007386,-0.7585205,0.16585231,-0.2116843,0.7460588,0.30637714,0.0,0.6102776,2.0,0.0,0.3073616,0.0,1.6557926,1.4172196,0.0,0.0,0.0,-0.749517,0.057822593,-0.35975835,-0.116461135,-0.27051347,-0.058095325,0.0,0.0,0.0,-0.08777894,-0.49149784,1.6419058,0.0,0.0,306000.0
-0.87087256,0.0,-1.0887125,0.5955133,0.0,0.0,1.0,0.0,0.0,3.0,0.0,11.0,0.0,0.0,0.0,1.0,-0.7947895,0.38041008,-0.46969134,0.5898015,0.0,0.0,1.0,1.0,1.0,-0.5735595,-0.6877701,-0.23837602,1.0,1.0,0.0,1.0,4.0,1.9523511,0.0,-0.28898284,-0.81409466,1.051402,0.0,-1.1907613,0.0,0.0,1.199249,-0.79608333,-0.12036782,0.18819451,1.113672,-0.23973493,-1.0258002,-0.7585205,-1.0599384,-0.2116843,-0.76895064,-0.31404713,0.0,2.1719017,2.0,0.0,0.19509286,0.0,-1.024401,-0.71970975,0.0,0.0,0.0,1.550943,3.240566,-0.35975835,-0.116461135,-0.27051347,-0.058095325,0.0,0.0,0.0,-0.08777894,2.1026742,-1.3669846,0.0,0.0,207500.0
-0.6347917,1.0,-0.4667777,-0.4183027,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,2.0,0.0,1.0,-1.5248928,0.38041008,-1.4630165,-1.6859915,0.0,0.0,1.0,1.0,1.0,-0.5735595,-0.6877701,-0.23837602,2.0,1.0,0.0,0.0,2.0,-1.0156559,0.0,-0.28898284,-0.10626562,-1.2875199,0.0,-2.2326777,1.0,0.0,-1.7251445,-0.79608333,-0.12036782,-1.9856513,-0.8189936,-0.23973493,-1.0258002,-0.7585205,-2.2857292,-0.2116843,-2.28396,-1.5548958,0.0,-0.9513466,0.0,1.0,0.113642976,1.0,-1.024401,-1.0923752,1.0,0.0,0.0,-0.35811928,-0.70725995,1.0619904,-0.116461135,-0.27051347,-0.058095325,0.0,0.0,0.0,-0.08777894,-0.49149784,0.1374606,0.0,0.0,68500.0
